id,key,value,type 
187724187,name,申张线大桥,regular
187724187,lanes,2,regular
187724187,layer,1,regular
187724187,bridge,yes,regular
187724187,oneway,yes,regular
187724187,highway,motorway,regular
187724187,surface,asphalt,regular
187724187,maxspeed,120,regular
187783758,oneway,yes,regular
187783758,highway,trunk_link,regular
187817532,ref,G25,regular
187817532,name,宁杭高速,regular
187817532,lanes,3,regular
187817532,oneway,yes,regular
187817532,highway,motorway,regular
187874612,ref,G25,regular
187874612,name,宁杭高速,regular
187874612,lanes,2,regular
187874612,layer,1,regular
187874612,bridge,yes,regular
187874612,oneway,yes,regular
187874612,highway,motorway,regular
187874612,en,Ninghang Expressway,name
187874713,ref,G4011,regular
187874713,name,扬溧高速,regular
187874713,lanes,3,regular
187874713,oneway,yes,regular
187874713,source,GPS,regular
187874713,highway,motorway,regular
187874713,en,Yangli Expressway,name
187971156,layer,1,regular
187971156,building,yes,regular
187971156,levels,2,building
188147099,highway,unclassified,regular
188157580,highway,tertiary,regular
188441417,name,疏影路,regular
188441417,highway,residential,regular
188441417,en,Shuying Road,name
188441417,int_name,Shuying Lu,regular
188978265,name,人民西路,regular
188978265,oneway,yes,regular
188978265,highway,secondary,regular
188978265,en,Renmin West Road,name
189083200,name,北京路,regular
189083200,oneway,yes,regular
189083200,source,GPS track in OSM,regular
189083200,highway,secondary,regular
189083200,en,Beijing Road,name
189083313,name,人民中路,regular
189083313,oneway,yes,regular
189083313,highway,secondary,regular
189083313,en,Renmin Middle Road,name
189083497,name,狮山路,regular
189083497,highway,tertiary,regular
189083497,en,Shishan Road,name
189122823,lanes,1,regular
189122823,highway,primary_link,regular
189123013,name,长江中路高架,regular
189123013,lanes,2,regular
189123013,oneway,yes,regular
189123013,highway,trunk,regular
189123013,en,Middle Changjiang Road Viaduct,name
189123013,maxspeed,80,regular
189123156,ref,G40,regular
189123156,name,宁启高速,regular
189123156,oneway,yes,regular
189123156,source,osm-gpx,regular
189123156,highway,motorway,regular
189123156,en,Ningqi Expressway,name
189247345,leisure,pitch,regular
189262023,ref,S223,regular
189262023,lanes,2,regular
189262023,layer,1,regular
189262023,bridge,yes,regular
189262023,oneway,yes,regular
189262023,highway,primary_link,regular
189262129,highway,service,regular
189262129,service,parking_aisle,regular
189277081,highway,secondary,regular
189394468,bridge,yes,regular
189394468,highway,secondary,regular
189394468,int_name,Jindu Lu,regular
189394468,lanes,2,regular
189394468,layer,1,regular
189394468,name,金都路,regular
189394468,en,Jindu Road,name
189394468,oneway,yes,regular
189613887,ref,S243,regular
189613887,lanes,2,regular
189613887,oneway,yes,regular
189613887,source,Bing,regular
189613887,highway,trunk,regular
189613887,surface,asphalt,regular
189613887,ref,photograph,source
191108758,name,都市路,regular
191108758,highway,tertiary,regular
191108758,en,Dushi Road,name
191108758,int_name,Dushi Lu,regular
191594828,name,沪杭铁路外环线,regular
191594828,gauge,1435,regular
191594828,usage,main,regular
191594828,railway,rail,regular
191594828,voltage,25000,regular
191594828,frequency,50,regular
191594828,electrified,contact_line,regular
191942243,bridge,yes,regular
191942243,highway,service,regular
191942243,int_name,Chunyuan Lu,regular
191942243,layer,1,regular
191942243,name,春原路,regular
191942243,en,Chunyuan Road,name
192203347,amenity,public_building,regular
192203347,building,yes,regular
192325728,ref,S461,regular
192325728,name,泰李路,regular
192325728,highway,primary,regular
192634842,name,梅兰西路,regular
192634842,layer,1,regular
192634842,bridge,yes,regular
192634842,oneway,yes,regular
192634842,highway,tertiary,regular
192769151,oneway,no,regular
192769151,highway,secondary,regular
192769369,layer,1,regular
192769369,bridge,yes,regular
192769369,highway,unclassified,regular
192769631,oneway,yes,regular
192769631,highway,tertiary,regular
193057332,sport,soccer,regular
193057332,leisure,pitch,regular
193383807,oneway,yes,regular
193383807,highway,residential,regular
193585138,ref,G312,regular
193585138,lanes,2,regular
193585138,oneway,yes,regular
193585138,highway,primary,regular
193585252,highway,primary,regular
193585252,lanes,2,regular
193585252,oneway,yes,regular
193585252,ref,S239,regular
193585377,ref,G42,regular
193585377,name,沪宁高速,regular
193585377,lanes,4,regular
193585377,oneway,yes,regular
193585377,highway,motorway,regular
193585377,int_ref,AH5,regular
193585377,en,Huning Expressway,name
193585377,surface,asphalt,regular
193585377,maxspeed,120,regular
193966578,name,花王路,regular
193966578,oneway,yes,regular
193966578,highway,residential,regular
193966578,en,Huawang Road,name
193966578,cycleway,lane,regular
193966578,int_name,Huawang Lu,regular
193984683,highway,tertiary,regular
193984812,ref,G42,regular
193984812,name,沪宁高速,regular
193984812,lanes,4,regular
193984812,layer,1,regular
193984812,bridge,yes,regular
193984812,oneway,yes,regular
193984812,highway,motorway,regular
193984812,en,Huning Expressway,name
193984812,surface,asphalt,regular
193984812,maxspeed,120,regular
194103517,highway,tertiary,regular
194209814,lanes,3,regular
194209814,oneway,yes,regular
194209814,highway,secondary,regular
194261878,building,house,regular
194363490,lanes,3,regular
194363490,oneway,yes,regular
194363490,highway,secondary,regular
194691377,lanes,3,regular
194691377,layer,1,regular
194691377,bridge,viaduct,regular
194691377,oneway,yes,regular
194691377,highway,trunk,regular
194691521,ref,G42,regular
194691521,name,沪宁高速,regular
194691521,lanes,4,regular
194691521,oneway,yes,regular
194691521,highway,motorway,regular
194691521,int_ref,AH5,regular
194691521,en,Huning Expressway,name
194691521,surface,asphalt,regular
194691521,maxspeed,120,regular
194833731,highway,residential,regular
194870094,name,曙光路,regular
194870094,bridge,yes,regular
194870094,highway,tertiary,regular
194870094,en,Shuguang Road,name
194870094,int_name,Shuguang Lu,regular
194884496,highway,service,regular
195008419,lanes,4,regular
195008419,highway,secondary,regular
195008525,note,fixme,regular
195008525,layer,1,regular
195008525,bridge,yes,regular
195008525,oneway,yes,regular
195008525,source,GPS,regular
195008525,highway,motorway,regular
195008654,note,fixme,regular
195008654,lanes,2,regular
195008654,oneway,yes,regular
195008654,source,GPS,regular
195008654,highway,motorway,regular
195180572,highway,residential,regular
195180746,note,fixme,regular
195180746,lanes,2,regular
195180746,oneway,yes,regular
195180746,source,GPS,regular
195180746,highway,motorway,regular
195180938,leisure,pitch,regular
195304431,lanes,3,regular
195304431,oneway,yes,regular
195304431,highway,primary,regular
195304558,oneway,yes,regular
195304558,highway,primary_link,regular
195304699,highway,residential,regular
195332299,highway,unclassified,regular
195634454,lanes,2,regular
195634454,layer,1,regular
195634454,bridge,yes,regular
195634454,oneway,yes,regular
195634454,highway,motorway_link,regular
195634561,highway,tertiary,regular
195634674,ref,S230,regular
195634674,name,环太湖公路,regular
195634674,oneway,yes,regular
195634674,highway,primary,regular
196013257,lanes,3,regular
196013257,layer,1,regular
196013257,bridge,yes,regular
196013257,oneway,yes,regular
196013257,highway,primary,regular
196204460,lanes,2,regular
196204460,layer,1,regular
196204460,bridge,yes,regular
196204460,oneway,yes,regular
196204460,highway,motorway,regular
196204616,ref,X302,regular
196204616,name,经一路,regular
196204616,lanes,3,regular
196204616,layer,1,regular
196204616,bridge,yes,regular
196204616,oneway,yes,regular
196204616,highway,primary,regular
196769718,highway,residential,regular
196769822,highway,unclassified,regular
197060582,highway,residential,regular
197256821,highway,residential,regular
197257134,highway,residential,regular
198863329,layer,1,regular
198863329,bridge,yes,regular
198863329,oneway,yes,regular
198863329,highway,motorway_link,regular
198863430,bridge,yes,regular
198863430,highway,motorway,regular
198863430,layer,1,regular
198863430,name,沪芦高速,regular
198863430,en,Hulu Expressway,name
198863430,old_ref,A2,regular
198863430,oneway,yes,regular
198863430,ref,S2,regular
198863531,ref,S32,regular
198863531,name,申嘉湖高速,regular
198863531,lanes,4,regular
198863531,layer,1,regular
198863531,bridge,yes,regular
198863531,oneway,yes,regular
198863531,source,GPS,regular
198863531,highway,motorway,regular
198863531,en,Shenjiahu Expressway,name
198863531,old_ref,A15,regular
198863889,layer,1,regular
198863889,bridge,yes,regular
198863889,oneway,yes,regular
198863889,highway,trunk_link,regular
200535627,source,bing,regular
200535627,highway,service,regular
202142898,name,松蒸公路,regular
202142898,bridge,yes,regular
202142898,source,GPS,regular
202142898,highway,primary,regular
202142898,en,Songzheng Highway,name
202142898,int_name,Songzheng Gonglu,regular
202500884,landuse,meadow,regular
202629365,highway,bridleway,regular
202670685,highway,unclassified,regular
202672888,building,yes,regular
202674180,building,yes,regular
202681687,highway,service,regular
202691505,building,yes,regular
202691707,building,yes,regular
202691927,building,yes,regular
202692138,building,yes,regular
202771966,lanes,2,regular
202771966,layer,2,regular
202771966,bridge,yes,regular
202771966,oneway,yes,regular
202771966,highway,primary,regular
202953981,building,yes,regular
203063047,building,yes,regular
203079788,building,yes,regular
203083206,building,yes,regular
203084547,building,yes,regular
203090350,building,yes,regular
203110596,building,yes,regular
203110718,building,yes,regular
203110842,building,yes,regular
203110947,building,yes,regular
203222522,highway,service,regular
203556678,power,plant,regular
203556678,landuse,industrial,regular
203556678,output:electricity,3980 MW,plant
204306703,highway,service,regular
204513142,highway,path,regular
206076449,building,yes,regular
206839250,building,yes,regular
207631825,ref,G92,regular
207631825,lanes,2,regular
207631825,layer,2,regular
207631825,bridge,yes,regular
207631825,oneway,yes,regular
207631825,highway,motorway_link,regular
207693950,lanes,2,regular
207693950,layer,1,regular
207693950,bridge,yes,regular
207693950,oneway,yes,regular
207693950,source,bing,regular
207693950,highway,primary,regular
207891298,highway,residential,regular
208463849,highway,secondary,regular
208655678,oneway,yes,regular
208655678,highway,tertiary,regular
209052229,highway,unclassified,regular
209961818,highway,unclassified,regular
210439379,highway,service,regular
211090633,building,yes,regular
211535201,highway,residential,regular
211544802,highway,residential,regular
213753320,source,bing,regular
213753320,highway,secondary,regular
213824471,source,bing,regular
213824471,highway,secondary,regular
215117597,highway,motorway,regular
215117597,lanes,3,regular
215117597,maxspeed,120,regular
215117597,name,绕越高速,regular
215117597,oneway,yes,regular
215117597,ref,G25;G2501,regular
215117597,source,bing,regular
215117597,surface,asphalt,regular
218612007,name,南横河,regular
218612007,en,Nanheng River,name
218612007,waterway,river,regular
218983145,highway,residential,regular
219751279,building,yes,regular
219751380,highway,tertiary,regular
219751380,name,都会路,regular
220758660,name,新会路,regular
220758660,highway,residential,regular
220758660,en,Xinhui Road,name
220758660,int_name,Xinhui Lu,regular
220990737,name,洋溪河,regular
220990737,waterway,river,regular
221159213,highway,residential,regular
221307515,lanes,3,regular
221307515,oneway,yes,regular
221307515,highway,primary,regular
221489108,layer,1,regular
221489108,bridge,yes,regular
221489108,oneway,yes,regular
221489108,highway,trunk_link,regular
221575436,highway,service,regular
221585086,lanes,2,regular
221585086,oneway,yes,regular
221585086,highway,secondary,regular
221602462,building,yes,regular
221977031,layer,1,regular
221977031,bridge,yes,regular
221977031,highway,unclassified,regular
222410503,name,环湖路,regular
222410503,oneway,yes,regular
222410503,highway,secondary,regular
222891519,layer,-1,regular
222891519,oneway,yes,regular
222891519,tunnel,yes,regular
222891519,highway,primary,regular
223847748,highway,footway,regular
223870491,highway,residential,regular
224192393,highway,residential,regular
224371468,highway,unclassified,regular
224497532,landuse,residential,regular
224881195,name,North Shixin Road,regular
224881195,highway,residential,regular
224995376,landuse,grass,regular
225109879,highway,pedestrian,regular
225255209,landuse,grass,regular
225767678,ref,G15,regular
225767678,name,盐通高速,regular
225767678,lanes,3,regular
225767678,oneway,yes,regular
225767678,source,GPS,regular
225767678,highway,motorway,regular
225767678,en,Yantong Expressway,name
225771832,ref,G15,regular
225771832,name,盐通高速,regular
225771832,lanes,3,regular
225771832,oneway,yes,regular
225771832,source,GPS,regular
225771832,highway,motorway,regular
225771832,en,Yantong Expressway,name
225834007,access,private,regular
225834007,highway,service,regular
225860610,name,金睦路,regular
225860610,highway,residential,regular
225860610,en,Jinmu Road,name
225893095,lanes,1,regular
225893095,oneway,yes,regular
225893095,highway,motorway_link,regular
225937826,foot,no,regular
225937826,oneway,yes,regular
225937826,bicycle,yes,regular
225937826,highway,cycleway,regular
225995102,foot,no,regular
225995102,oneway,yes,regular
225995102,bicycle,yes,regular
225995102,highway,cycleway,regular
226152622,lit,yes,regular
226152622,name,闸殷路,regular
226152622,lanes,3,regular
226152622,oneway,yes,regular
226152622,highway,primary,regular
226152622,en,Zhayin Road,name
226152622,maxspeed,60,regular
226167096,lit,yes,regular
226167096,name,美桂北路,regular
226167096,lanes,2,regular
226167096,oneway,yes,regular
226167096,highway,residential,regular
226167096,en,North Meigui Road,name
226167096,cycleway,no,regular
226353689,ref,S125,regular
226353689,name,北青公路,regular
226353689,lanes,2,regular
226353689,width,23,regular
226353689,oneway,yes,regular
226353689,highway,primary,regular
226353689,en,Bei Qing Highway,name
226521059,layer,1,regular
226521059,bridge,yes,regular
226521059,oneway,yes,regular
226521059,source,GPS,regular
226521059,highway,motorway_link,regular
226662946,oneway,yes,regular
226662946,bicycle,designated,regular
226662946,highway,cycleway,regular
226680083,highway,unclassified,regular
226690027,highway,motorway,regular
226690027,lanes,2,regular
226690027,name,沈海高速,regular
226690027,en,Shenhai Expressway,name
226690027,old_name,莘奉金高速,regular
226690027,en,Xinfengjin Expressway,old_name
226690027,old_ref,A4,regular
226690027,oneway,yes,regular
226690027,ref,G15,regular
226828407,source,PGS,regular
226902634,ref,S221,regular
226902634,name,川南奉公路,regular
226902634,oneway,yes,regular
226902634,highway,primary,regular
226902634,en,Chuannanfeng Highway,name
227098218,layer,1,regular
227098218,bridge,yes,regular
227098218,oneway,yes,regular
227098218,highway,primary_link,regular
227742652,layer,1,regular
227742652,bridge,yes,regular
227742652,source,GPS,regular
227742652,highway,tertiary,regular
227742760,ref,S24,regular
227742760,name,绍诸高速,regular
227742760,lanes,2,regular
227742760,oneway,yes,regular
227742760,source,bing,regular
227742760,highway,motorway,regular
227750552,oneway,yes,regular
227750552,source,bing,regular
227750552,highway,motorway_link,regular
227777645,natural,water,regular
227902215,name,钦使第薛福成故居,regular
227902215,tourism,attraction,regular
228056060,layer,1,regular
228056060,bridge,viaduct,regular
228056060,highway,pedestrian,regular
228332900,source,bing,regular
228332900,highway,secondary,regular
229291347,building,yes,regular
229406103,bridge,yes,regular
229406103,highway,footway,regular
229693075,lanes,1,regular
229693075,oneway,yes,regular
229693075,highway,motorway_link,regular
229743295,lanes,2,regular
229743295,oneway,yes,regular
229743295,highway,trunk_link,regular
230134546,name,古井路,regular
230134546,highway,residential,regular
230134546,en,Gujing Road,name
230134546,int_name,Gujing Lu,regular
230568809,man_made,breakwater,regular
231177203,name,大弄,regular
231177203,oneway,no,regular
231177203,highway,secondary_link,regular
231407299,highway,residential,regular
231885849,name,常禧路,regular
231885849,source,GPS,regular
231885849,highway,tertiary,regular
231940765,name,三江路,regular
231940765,oneway,yes,regular
231940765,highway,unclassified,regular
231940765,en,Sanjiang Road,name
231940765,int_name,Sanjiang Lu,regular
232125895,ref,Z7,regular
232125895,aeroway,taxiway,regular
232135735,oneway,yes,regular
232135735,highway,secondary,regular
232142805,building,yes,regular
232167845,name,梅陇西路,regular
232167845,highway,residential,regular
232167845,en,West Meilong Road,name
232167845,int_name,Meilong Xilu,regular
232408693,highway,track,regular
232610603,name,太湖大道,regular
232610603,oneway,yes,regular
232610603,highway,primary,regular
232950013,highway,track,regular
233040068,area,yes,regular
233482001,natural,water,regular
233751619,name,马镇西街,regular
233751619,highway,secondary,regular
233856612,name,江澄北路,regular
233856612,oneway,yes,regular
233856612,highway,secondary,regular
233930066,admin_level,4,regular
233930066,boundary,administrative,regular
233930066,name,边界安徽浙江,regular
233930066,en,Boundary Anhui - Zhejiang,name
233930066,zh,边界安徽浙江,name
234173491,name,星塘街,regular
234173491,bridge,yes,regular
234173491,oneway,yes,regular
234173491,highway,tertiary,regular
234332641,building,yes,regular
234554899,name,磨笄山,regular
234554899,source,Bing,regular
234554899,landuse,forest,regular
234712323,highway,residential,regular
234789902,name,二里桥路,regular
234789902,source,Bing,regular
234789902,highway,tertiary,regular
234859573,ref,S58,regular
234859573,name,苏州绕城高速,regular
234859573,lanes,3,regular
234859573,layer,1,regular
234859573,bridge,yes,regular
234859573,oneway,yes,regular
234859573,source,GPS,regular
234859573,highway,motorway,regular
234859573,en,Suzhou Raocheng Expressway,name
234873020,highway,service,regular
234901878,name,运河南路,regular
234901878,oneway,yes,regular
234901878,source,Bing,regular
234901878,highway,primary,regular
235134097,building,yes,regular
235144684,oneway,yes,regular
235144684,highway,secondary,regular
235239521,highway,unclassified,regular
235300249,highway,tertiary,regular
235311809,building,yes,regular
235589160,golf,water_hazard,regular
235589160,natural,water,regular
235653566,oneway,yes,regular
235653566,source,Bing,regular
235653566,highway,primary_link,regular
236076302,highway,path,regular
236507272,bridge,yes,regular
236507272,oneway,yes,regular
236507272,source,Bing,regular
236507272,highway,primary,regular
236715841,name,茱萸湾公园,regular
236715841,source,Bing,regular
236715841,leisure,park,regular
236809328,leisure,park,regular
236993086,name,泰兴X209县道(宣堡-蒋华),regular
236993086,source,Bing,regular
236993086,highway,secondary,regular
237055590,oneway,yes,regular
237055590,highway,trunk_link,regular
237271819,name,云台路,regular
237271819,oneway,no,regular
237271819,highway,residential,regular
237271819,en,Yuntai Road,name
237631475,layer,1,regular
237631475,bridge,yes,regular
237631475,highway,cycleway,regular
237841267,source,Bing,regular
237841267,highway,residential,regular
238014210,layer,1,regular
238014210,bridge,yes,regular
238014210,highway,footway,regular
238219472,name,兴业路,regular
238219472,lanes,1,regular
238219472,oneway,yes,regular
238219472,bicycle,no,regular
238219472,highway,unclassified,regular
238219472,en,Xingye Road,name
238358126,layer,1,regular
238358126,bridge,yes,regular
238358126,oneway,yes,regular
238358126,highway,motorway_link,regular
238926299,source,"China Data Center, University of Michigan",regular
238926299,boundary,administrative,regular
238926299,admin_level,6,regular
239911397,highway,tertiary,regular
239958407,highway,track,regular
240006018,highway,residential,regular
240348254,highway,tertiary,regular
240370404,highway,unclassified,regular
240451465,highway,residential,regular
240459034,highway,unclassified,regular
240464050,water,pond,regular
240464050,natural,water,regular
240470435,ref,G56,regular
240470435,name,杭徽高速,regular
240470435,lanes,2,regular
240470435,layer,1,regular
240470435,bridge,yes,regular
240470435,oneway,yes,regular
240470435,source,GPS,regular
240470435,highway,motorway,regular
240470435,en,Hanghui Expressway,name
240474922,highway,tertiary,regular
240536116,source,Lakewalker / Landsat;landsat,regular
240542801,oneway,yes,regular
240542801,source,bing,regular
240542801,highway,motorway_link,regular
240614903,gauge,1435,regular
240614903,usage,main,regular
240614903,railway,rail,regular
240614903,voltage,25000,regular
240614903,maxspeed,350,regular
240614903,frequency,50,regular
240614903,highspeed,yes,regular
240614903,electrified,contact_line,regular
240744494,landuse,farmland,regular
240861586,name,星宝街,regular
240861586,highway,residential,regular
240861586,en,Xingbao Street,name
240861586,int_name,Xingbao Jie,regular
241001422,highway,residential,regular
241040731,ref,G15 G1501,regular
241040731,name,宁波绕城高速,regular
241040731,lanes,4,regular
241040731,layer,1,regular
241040731,bridge,yes,regular
241040731,oneway,yes,regular
241040731,highway,motorway,regular
241736177,highway,unclassified,regular
242170945,name,龙洲花园,regular
242170945,landuse,residential,regular
242364875,building,apartments,regular
242554873,building,yes,regular
242818947,name,镜中园公寓,regular
242818947,landuse,residential,regular
242934248,highway,residential,regular
243154561,highway,tertiary,regular
243183393,name,世纪大道,regular
243183393,oneway,yes,regular
243183393,highway,tertiary,regular
243279291,ref,S259,regular
243279291,name,锡东大道,regular
243279291,oneway,yes,regular
243279291,highway,primary,regular
243378142,highway,tertiary,regular
243504369,water,pond,regular
243504369,natural,water,regular
243544991,waterway,stream,regular
243606392,natural,water,regular
243639006,highway,residential,regular
243924063,oneway,yes,regular
243924063,highway,primary,regular
243935728,highway,tertiary,regular
243935728,name,中兴西路,regular
243935728,oneway,yes,regular
244033899,highway,tertiary,regular
244247480,name,崇安寺商城,regular
244247480,landuse,retail,regular
244439128,name,西塘路,regular
244439128,highway,unclassified,regular
244439128,en,Xitang Road,name
244439128,int_name,Xitang Lu,regular
244663969,source,bing,regular
244663969,natural,coastline,regular
244850858,highway,residential,regular
244918298,ref,S19,regular
244918298,name,通锡高速,regular
244918298,lanes,3,regular
244918298,layer,1,regular
244918298,bridge,yes,regular
244918298,oneway,yes,regular
244918298,highway,motorway,regular
245101651,name,新金东路,regular
245101651,oneway,yes,regular
245101651,highway,secondary,regular
245101651,en,Xinjin East Road,name
245172311,highway,tertiary,regular
245191720,name,澄江东路(S334),regular
245191720,oneway,yes,regular
245191720,source,GPS,regular
245191720,highway,primary,regular
245264625,highway,tertiary,regular
245264625,name,富生路,regular
245290496,source,bing,regular
245290496,waterway,stream,regular
245309916,ref,S309,regular
245309916,source,bing,regular
245309916,highway,primary,regular
245392419,building,yes,regular
245437847,name,五里墩花苑,regular
245437847,landuse,residential,regular
245451371,highway,road,regular
245518319,name,绿林路,regular
245518319,highway,unclassified,regular
245518319,en,Lulin Road,name
245518319,int_name,Lülin Lu,regular
245577298,highway,residential,regular
245624752,oneway,yes,regular
245624752,highway,primary,regular
245748763,highway,unclassified,regular
245972421,name,江海东路,regular
245972421,lanes,1,regular
245972421,oneway,yes,regular
245972421,highway,primary,regular
245972421,right,lane,cycleway
246088568,name,南长街停车场,regular
246088568,amenity,parking,regular
246122965,highway,residential,regular
246315971,natural,cliff,regular
246418948,highway,unclassified,regular
246618760,highway,secondary,regular
246618760,lit,yes,regular
246618760,name,江海中路,regular
246618760,en,Jianghai middle Road,name
247046365,highway,secondary,regular
247400127,name,祥泰路,regular
247400127,lanes,2,regular
247400127,oneway,yes,regular
247400127,highway,primary,regular
247564675,highway,footway,regular
247609746,ref,S229,regular
247609746,highway,primary_link,regular
247828222,layer,-1,regular
247828222,waterway,canal,regular
248034982,highway,residential,regular
248035089,natural,water,regular
248267872,highway,service,regular
248632664,highway,unclassified,regular
248653881,highway,residential,regular
248658739,name,沙湾南路,regular
248658739,oneway,yes,regular
248658739,highway,secondary,regular
248854853,highway,residential,regular
248962766,source,bing,regular
248962766,highway,residential,regular
248996611,highway,residential,regular
249355079,highway,path,regular
249372343,natural,wood,regular
249381598,highway,unclassified,regular
249494591,highway,residential,regular
249524879,highway,residential,regular
249524979,natural,water,regular
249567600,natural,wood,regular
249651272,highway,tertiary,regular
249788142,bridge,yes,regular
249788142,highway,motorway,regular
249788142,lanes,3,regular
249788142,layer,1,regular
249788142,name,沪渝高速,regular
249788142,en,Huyu Expressway,name
249788142,old_name,沪青平高速,regular
249788142,en,Huqingping Expressway,old_name
249788142,old_ref,A9,regular
249788142,oneway,yes,regular
249788142,ref,G50,regular
249788142,source,potlatch's P-key,regular
250067077,highway,tertiary,regular
250102822,ref,S38,regular
250102822,name,沿江高速,regular
250102822,lanes,2,regular
250102822,oneway,yes,regular
250102822,source,GPS,regular
250102822,highway,motorway,regular
250102822,en,Yanjiang Expressway,name
250102822,surface,asphalt,regular
250102822,maxspeed,120,regular
250119847,name,苏虞张公路,regular
250119847,lanes,2,regular
250119847,layer,1,regular
250119847,bridge,yes,regular
250119847,oneway,yes,regular
250119847,highway,primary,regular
250119847,maxspeed,80,regular
250315111,highway,tertiary,regular
250481958,leisure,garden,regular
250495196,highway,footway,regular
250527375,name,环城北路,regular
250527375,oneway,yes,regular
250527375,highway,primary,regular
250535481,highway,residential,regular
250552323,highway,residential,regular
250705165,highway,footway,regular
250714550,name,春晓大道,regular
250714550,oneway,yes,regular
250714550,highway,secondary,regular
250782471,highway,residential,regular
250930843,layer,2,regular
250930843,bridge,yes,regular
250930843,oneway,yes,regular
250930843,highway,trunk_link,regular
251285352,natural,wood,regular
251303810,highway,tertiary,regular
251479802,highway,secondary,regular
251499395,highway,tertiary,regular
251576267,highway,service,regular
251608613,highway,service,regular
251615182,name,宁波效实中学,regular
251615182,amenity,school,regular
251665245,ref,S16,regular
251665245,oneway,yes,regular
251665245,highway,trunk,regular
251732430,highway,tertiary,regular
251732430,oneway,no,regular
251796135,highway,residential,regular
252046444,highway,residential,regular
252052940,highway,residential,regular
252224053,amenity,hospital,regular
252224053,building,yes,regular
252370679,ref,S19,regular
252370679,name,锡通高速,regular
252370679,lanes,3,regular
252370679,layer,1,regular
252370679,bridge,yes,regular
252370679,oneway,yes,regular
252370679,highway,motorway,regular
252401889,highway,residential,regular
252406176,highway,residential,regular
252408692,oneway,yes,regular
252408692,highway,tertiary,regular
252411988,railway,subway,regular
252411988,service,yard,regular
252717648,highway,tertiary,regular
252717648,name,振兴路,regular
252717648,oneway,yes,regular
253012497,highway,tertiary,regular
253012497,oneway,yes,regular
253132054,oneway,yes,regular
253132054,highway,residential,regular
253134679,highway,unclassified,regular
253185118,highway,residential,regular
253430970,oneway,yes,regular
253430970,highway,tertiary,regular
253432754,highway,secondary,regular
253434953,highway,secondary,regular
253436540,oneway,yes,regular
253436540,highway,secondary,regular
253764478,oneway,yes,regular
253764478,highway,residential,regular
254785448,ref,X020,regular
254785448,source,bing,regular
254785448,highway,secondary,regular
255019153,name,院士路,regular
255019153,highway,tertiary,regular
255624667,amenity,hospital,regular
255624667,building,yes,regular
255870837,landuse,residential,regular
256027118,horse,no,regular
256027118,bicycle,no,regular
256027118,highway,footway,regular
256027118,surface,ground,regular
256027118,wheelchair,no,regular
256126731,highway,footway,regular
256137189,highway,service,regular
256158910,name,澄浏公路,regular
256158910,highway,tertiary,regular
256158910,en,Chengliu Highway,name
256394543,oneway,yes,regular
256394543,source,bing,regular
256394543,highway,secondary,regular
256394543,junction,roundabout,regular
257148703,highway,cycleway,regular
257418884,highway,residential,regular
257578778,name,白云新村,regular
257578778,landuse,residential,regular
257625538,oneway,yes,regular
257625538,highway,tertiary,regular
258039673,highway,residential,regular
258413766,highway,tertiary,regular
258413766,name,横山路,regular
258413766,oneway,no,regular
258767666,oneway,yes,regular
258767666,highway,residential,regular
259811589,highway,tertiary,regular
259811589,oneway,yes,regular
260124670,layer,1,regular
260124670,bridge,yes,regular
260124670,source,bing,regular
260124670,highway,unclassified,regular
260239523,source,bing,regular
260239523,highway,residential,regular
260239659,source,bing,regular
260239659,natural,water,regular
260420814,ref,S14,regular
260420814,name,杭长高速,regular
260420814,oneway,yes,regular
260420814,highway,motorway,regular
260420814,en,Hangchang Expressway,name
260420814,zh_pinyin,Hángcháng Gāosù,name
260420919,source,bing,regular
260420919,natural,water,regular
260427842,oneway,yes,regular
260427842,source,bing,regular
260427842,highway,service,regular
260461112,oneway,yes,regular
260461112,highway,secondary,regular
260461219,source,bing,regular
260461219,building,dam,regular
260461219,waterway,dam,regular
260472098,ref,S14,regular
260472098,name,杭长高速,regular
260472098,layer,1,regular
260472098,bridge,yes,regular
260472098,oneway,yes,regular
260472098,source,bing,regular
260472098,highway,motorway,regular
260472098,en,Hangchang Expressway,name
260472098,zh_pinyin,Hángcháng Gāosù,name
260481218,source,bing,regular
260481218,waterway,stream,regular
260624190,foot,yes,regular
260624190,horse,no,regular
260624190,bicycle,yes,regular
260624190,highway,residential,regular
260624190,motor_vehicle,no,regular
261599754,highway,service,regular
261942248,highway,motorway_link,regular
262071793,foot,yes,regular
262071793,name,华昌路,regular
262071793,lanes,2,regular
262071793,oneway,yes,regular
262071793,bicycle,yes,regular
262071793,highway,secondary,regular
262373612,ref,G312,regular
262373612,layer,1,regular
262373612,bridge,yes,regular
262373612,oneway,yes,regular
262373612,highway,trunk,regular
262533916,name,宝龙广场,regular
262533916,building,yes,regular
262728787,foot,yes,regular
262728787,lanes,2,regular
262728787,bridge,yes,regular
262728787,oneway,yes,regular
262728787,bicycle,yes,regular
262728787,highway,secondary,regular
262803431,natural,water,regular
262987775,bicycle,yes,regular
262987775,foot,yes,regular
262987775,highway,primary,regular
262987775,lanes,3,regular
262987775,name,港城大道,regular
262987775,oneway,yes,regular
263050628,highway,unclassified,regular
263336389,highway,residential,regular
263472709,foot,yes,regular
263472709,bicycle,no,regular
263472709,highway,path,regular
263472709,motor_vehicle,no,regular
